,300104.SZ.Open,300104.SZ.High,300104.SZ.Low,300104.SZ.Close,300104.SZ.Volume,300104.SZ.Adjusted
64,43.59993,45.50005,43.15001,45.09993,61821700,2.4191
65,44.55008,45.78992,43.62998,44.35002,57279700,2.37888
66,43.99009,47.48998,43.65008,47.39004,63935000,2.54194
67,47.00006,49.68993,46.70006,49.49005,59334700,2.65458
68,49.59995,50.01003,47.19994,48.12004,35776600,2.5811
69,47.78998,52.93002,47.78998,52.93002,55899600,2.8391
70,52.57008,54.86998,52.30992,53.03992,52042300,2.845
71,53.10002,53.10002,48.16005,50.06996,57014100,2.68569
72,49.92005,53.99007,49.80997,51.77002,30560900,2.77688
73,51.99996,52.87009,50.00007,51.17998,18395000,2.74523
74,51.29006,51.38004,48,49.70007,43231600,2.66585
75,48.03006,50.28994,46.71002,50.02995,34507700,2.68354
76,49.40007,51.50008,48.99995,49.55994,22303500,2.65833
77,50.78004,52.50002,49.58003,50.00007,41048900,2.68194
78,51.18994,54.99997,51.07008,54.99997,47405800,2.95013
79,60.49993,60.49993,60.49993,60.49993,11794500,3.24514
80,63.58993,66.54993,62.32999,64.55004,109732400,3.46238
81,64.04002,65.24002,61.38002,62.62004,50770900,3.35886
82,64.00001,68.88005,63.10996,66.99006,93500600,3.59326
83,64.99995,65.88004,63.00006,64.39995,49527200,3.45433
84,63.79995,64.39995,59.49999,60.08007,61180400,3.22262
85,60.99999,61.97006,59.40005,61.29999,47006100,3.28806
86,61.50005,65.28004,59.70005,62.58002,56167600,3.35671
87,61.99994,64.50007,58.99993,59.66004,41303100,3.20009
88,58.20004,60.48997,56.84995,59.79003,42658300,3.20706
89,59.82008,61.84007,57.21006,57.55007,37515000,3.08691
90,58.11006,61.17996,58.00994,58.80004,45728300,3.15396
91,57.96993,60.51007,57.00004,60.01001,35017900,3.21886
92,59.71001,64.86,59.71001,64.13996,56536200,3.44039
93,64.69995,64.99995,63.00006,64.38003,41266700,3.45327
94,64.50007,65.68994,62.59994,65.64992,43185500,3.52138
95,64.97007,69.07993,63.70001,64.11008,48875100,3.43879
96,64.11008,65.49005,62.57006,62.80996,32811400,3.36905
97,63.08008,64.90001,62.50996,64.22994,30228600,3.44521
98,63.70001,63.70001,57.81006,57.81006,51244600,3.10086
99,57.09998,57.90004,55.08,55.50999,30449600,2.97749
100,55.97004,56.75997,52.97999,54.90999,33418900,2.9453
101,54.96992,56.79998,53.82006,56.10003,25224300,3.00914
102,55.34994,55.68,53.00008,53.00008,18054900,2.84286
103,53.00008,54.29007,52.20998,53.40003,16690100,2.86431
104,53.60008,53.60008,52.29996,52.81994,10394900,2.8332
105,52.89997,55.03002,51.00998,54.29007,19385800,2.91205
106,53.27999,55.89002,52.89997,54.22,23536400,2.90829
107,53.91004,53.92,51.56,53.24994,27552500,2.85626
108,52.80002,53.17009,47.92994,47.92994,31977700,2.5709
109,47.48003,47.48003,43.61006,45.00995,25327700,2.41428
110,45.08998,46.28998,44.30005,45.50005,12037600,2.44057
111,44.99999,46.8,43.59993,45.88008,17007700,2.46095
112,45.88008,47.78003,45.34997,46.61007,17602800,2.50011
113,46.58998,47.90006,46.02999,47.7,13184700,2.55857
114,47.00006,47.65999,45.32009,46.45003,15255000,2.49152
115,46.10005,46.41997,44.44,44.44,12620600,2.38371
116,44.44,48.88009,44.44,48.88009,16220400,2.62187
117,50.49,50.97992,49.29995,50.19996,30387600,2.69266
118,50.49996,53.40003,50.49996,51.60002,21997200,2.76776
119,51.90998,52.98995,50.21009,51.86996,19364600,2.78224
120,51.99,53.78005,51.90002,53.00008,18223200,2.84286
121,53.02,54.87994,52.20002,53.27003,21586000,2.85734
122,53.30008,53.93992,51.20008,51.20008,19665900,2.74631
123,50.18003,53.10002,50.18003,53.00008,18551800,2.84286
124,52.59001,56.56008,52.50002,55.20003,40903800,2.96086
125,55.20999,58.76999,55.20999,56.10003,42137000,3.00914
126,55.89002,58.98001,55.15006,58.04,30346300,3.11319
127,58.04996,58.67005,56.18006,58.29998,19928100,3.12714
128,57.90004,60.49993,57.65001,58.89003,20959700,3.15879
129,58.51,59.37995,56.66999,57.64005,19882400,3.09174
130,57.49992,59.23004,56.37994,58.69993,20255100,3.14859
131,58.02007,59.79999,56.28,56.28,17179600,3.01879
132,56.23003,58.29998,56.22007,57.43999,11811800,3.08101
133,57.90004,58.55002,56.28996,57.69998,12772900,3.09496
134,57.82998,60.95002,57.82998,60.91997,23690600,3.26767
135,60.99999,61.80006,60.00005,61.22993,13034800,3.2843
136,65.97998,65.97998,61.98002,61.99994,33373200,3.3256
137,62.10006,67.99996,61.99994,64.69995,37336400,3.47043
138,64.60001,65.96006,63.01998,65.23006,21438200,3.49886
139,64.78993,65.76,61.02009,63.49995,27866400,3.40606
140,63.30006,65.59995,62.54997,63.48003,23559100,3.40499
141,63.36995,65.19005,61.81002,64.31993,26333900,3.45004
142,66.10001,67.20008,64.33006,64.50007,22800800,3.4597
143,64.29005,67.87993,63.48999,66.60007,25833400,3.57235
144,66.90008,68.85,62.59994,63.1,37108300,3.38461
145,63.00006,63.49995,61.80006,63.13006,21772700,3.38622
146,62.89995,63.78999,62.07996,62.10006,16263200,3.33097
147,62.2,62.40006,59.10004,59.97,34405100,3.21672
148,60.19993,61.91992,59.61006,60.66994,17985400,3.25426
149,60.19993,61.29999,57.90004,58.39993,15710900,3.1325
150,58.39993,58.85998,57.16009,57.78001,9182600,3.09925
151,57.99998,60.28991,57.35001,59.37995,13735600,3.18507
152,58.79008,60.18001,58.50004,59.99009,7968900,3.21779
153,60.00005,60.49993,56.70004,57.65997,16500900,3.09281
154,57.09998,58.29998,56.49998,57.18996,12798800,3.0676
155,56.80994,62.91008,56.80994,62.10006,28849200,3.33097
156,61.38002,63.40996,61.11007,62.15003,17611400,3.33365
157,61.93005,63.40001,61.21001,62.28998,15724300,3.34116
158,62.97997,66.57002,62.02999,66.57002,31580400,3.57073
159,67.80008,68.03001,65.01009,66.70002,29443700,3.57771
160,66.70998,66.70998,61.99994,63.08008,26241800,3.38354
161,63.49995,64.68999,63.05003,63.35999,18957800,3.39855
162,64.50007,69.70003,63.01002,69.70003,31355300,3.73862
163,70.87994,72.48006,68.08995,69.48005,40941200,3.72682
164,69.10998,69.79997,67.00998,68.54003,25757300,3.6764
165,68.46997,72.59992,67.39996,68.25995,31708300,3.66138
166,66.87998,67.59006,64.17997,66.06996,22706600,3.54391
167,66.54993,68.47993,64.80007,65.46,16328300,3.51119
168,66.15994,66.88994,58.90994,58.90994,37574500,3.15986
169,57.98007,60.00005,56.29992,59.69009,24147700,3.2017
170,59.54,60.87996,58.60994,60.00005,13429600,3.21833
171,58.06009,59.10004,57.77005,58.15007,16081100,3.1191
172,57.90004,60.98008,57.52001,59.40005,19325100,3.18614
173,58.55997,61.26994,58.03004,60.99999,17060400,3.27196
174,61.43995,62.40006,59.49999,60.28991,16661000,3.23388
175,60.39999,61.03005,59.20995,60.60005,14111800,3.25051
176,59.96004,61.80006,58.60994,60.90005,15974100,3.2666
177,61.78992,64.43996,61.11007,62.71998,30238400,3.36422
178,62.19004,62.49004,58.99993,60.74001,20286800,3.25802
179,60.19993,62.87006,60.09003,62.5,14614600,3.35242
180,61.9,63.00006,59.75998,60.49993,16889000,3.24514
181,27.50998,27.98999,25.79998,26.82998,17863900,3.30944
182,26.78003,26.99001,26.33003,26.51,7904600,3.26998
183,26.83999,27.45001,26.30001,26.37999,10173000,3.25394
184,25.89997,26.25998,24.39997,24.41998,16924000,3.01217
185,24.03003,25.87003,23.81996,25.19997,15284800,3.10838
186,24.9,25.33998,23.81996,23.83998,13693300,2.94063
187,23.98,24.50004,22.65003,22.98002,17519800,2.83456
188,22.62001,23.57003,22.28001,22.43003,11279400,2.76672
189,22.43996,23.59997,22.16001,22.77003,11297500,2.80865
190,22.98002,23.32002,22.65003,23.16999,6481500,2.85799
191,23.3,23.80003,23.11003,23.24997,8908700,2.86785
192,22.89003,23.00003,22.09997,22.28001,10735200,2.74821
193,22.30002,22.65003,21.95002,22.44997,13818500,2.76918
194,21.99998,22.00998,21.39003,21.8,15560400,2.689
195,21.71001,21.8,20.78001,21.24001,20287300,2.61993
196,20.85998,23.35996,20.70003,22.13999,30167700,2.73094
197,21.71001,23.00003,21.48001,22.46998,24298200,2.77164
198,22.30002,22.30002,21.51003,21.82001,14087200,2.69147
199,21.82001,22.5,21.74996,22.13999,11387200,2.73094
200,22.09004,22.58999,21.83002,21.92,11059400,2.7038
201,21.48001,21.48001,20.39998,20.58002,15811500,2.53852
202,20.49997,20.70003,19.79996,19.81998,12722100,2.44477
203,19.89002,20.22001,19.69997,19.99001,7841600,2.46574
204,20.01003,20.2,19.41001,19.79996,10394100,2.4423
205,19.90003,20.13003,18.99996,18.99996,14499300,2.34362
206,18.88997,19.97,18.69999,19.79003,18464700,2.44108
207,19.68004,20.87999,19.62,20.41999,21337600,2.51878
208,20.29999,21.66998,20.04998,21.25001,26606100,2.62116
209,21.29997,21.39003,20.74998,21.19998,15923500,2.61499
210,22.79997,22.79997,21.60002,21.63004,28841100,2.66804
211,21.54998,22.43003,21.17996,22.22998,26319100,2.74204
212,22.59999,22.72,22.07002,22.09997,17510700,2.726
213,22.09997,22.96,21.99998,22.79997,22266700,2.81235
214,22.79997,23.19,22.59999,22.82999,18146400,2.81605
215,22.95,23.00003,22.40001,22.78004,18710300,2.80989
216,22.87002,23.13997,22.45998,22.97001,24487600,2.83332
217,22.88003,23.04999,22.10997,22.26,19360100,2.74574
218,22.09997,24.49003,21.89998,23.81996,51657100,2.93816
219,23.51999,24.27996,23.49998,24.18998,29169600,2.9838
220,24.48002,24.68,23.80003,24.39997,19387100,3.00971
221,24.42999,25.67998,24.40997,24.73004,29759000,3.05042
222,24.81001,24.98998,24.05997,24.15003,20533300,2.97888
223,24.15003,24.19999,23.20001,23.49998,15944300,2.89869
224,23.65,24.08999,23.39999,23.66001,9170600,2.91843
225,23.82997,23.84998,22.89996,23.00003,11927400,2.83702
226,23.11003,23.47997,23.00003,23.24004,8103900,2.86663
227,23.23003,23.23003,21.86004,21.86996,13738000,2.69763
228,21.89998,22.21997,21.8,21.97003,6724700,2.70998
229,22.08003,23.18,21.71001,23.00003,14740400,2.83702
230,22.75002,24.15003,22.63001,23.64,24608000,2.91596
231,23.39999,23.85999,22.79997,22.92998,15113700,2.82838
232,23.27999,23.84998,22.95,23.62999,16533300,2.91473
233,23.70997,24.04004,22.79997,23.91003,19929100,2.94927
234,23.71997,24.9,23.46003,24.51997,28611000,3.02451
235,24.61003,24.80001,24.02002,24.12001,16316000,2.97517
236,22.57998,23.80003,22.5,23.39999,16620100,2.88636
237,23.3,23.76,21.63004,22.89996,22932900,2.82468
238,21.99998,23.32002,21.89998,23.28999,15200800,2.87279
239,23.58004,24.83003,23.58004,24.16997,26192800,2.98134
240,23.59997,25.19997,23.41,25.11999,37751100,3.09852
241,25.09998,25.96001,24.74997,25.06003,26614800,3.09112
242,25.02,26.37999,24.91,25.98003,26001000,3.2046
243,26.15999,26.20002,25.45999,26.14999,17461700,3.22557
244,26.08002,27.67001,25.65004,27.23002,35416100,3.35879
245,26.59998,27.91001,26.41001,27.2,25411100,3.35509
246,26.51,27.29999,26.34997,26.68004,16621100,3.29095
247,26.68004,27.29999,26.30001,26.49999,15341300,3.26874
248,26.55003,27.80002,26.55003,27.13003,19939300,3.34646
249,27.14996,27.66,27.02003,27.29999,15776100,3.36742
250,27.49997,27.49997,25.76004,26.05,35677800,3.21323
251,26.06001,26.33003,25.80999,26.07001,13153800,3.2157
252,25.90998,26.31002,25.79998,26.06001,8240500,3.21447
253,26.24998,26.30001,24.9,24.98998,14604400,3.08248
254,24.85997,25.25,24.72003,24.85997,10019300,3.06645
255,24.96997,25.50001,24.84996,25.03001,10720600,3.08742
256,24.99999,24.99999,23.81996,24.22,11164800,2.98751
257,23.90002,24.13002,23.47997,23.70004,9392800,2.92337
258,23.35996,23.81004,23.3,23.38998,7045000,2.88513
259,23.68003,24.18998,23.51999,24.18998,14496600,2.9838
260,24.25002,24.45,23.35003,23.36997,9334800,2.88266
261,23.18,23.84998,23.10002,23.3,7505700,2.87403
262,23.00003,23.00003,22.59999,22.76003,6796100,2.80742
263,22.99003,23.3,22.52002,23.3,7881600,2.87403
264,23.35003,23.76,23.13997,23.3,8045400,2.87403
265,23.39999,24.15003,23.33002,23.71997,12567200,2.92583
266,23.81996,23.92996,23.14998,23.3,7171200,2.87403
267,23.10002,23.84998,23.00003,23.57003,5184100,2.90733
268,23.51999,24.33,23.24004,24.00001,9102500,2.96037
269,23.78002,24.08999,22.61,22.62001,11634100,2.79015
270,21.85003,22.41002,21.63004,21.99998,7158800,2.71367
271,21.97996,22.44997,21.77998,21.85003,5009200,2.69517
272,22.15,22.43996,21.85003,22.22998,5003000,2.74204
273,22.44997,23.19,22.10997,22.30002,9202800,2.75068
274,22.55004,22.95,22.09997,22.09997,8134400,2.726
275,22.75002,23.49998,22.44997,23.14998,19065000,2.85552
276,23.58996,23.89001,21.85003,22.33997,25883500,2.75561
277,21.90999,23.23003,20.13003,23.04999,25841700,2.84319
278,22.79997,24.75998,22.59999,24.39997,34273400,3.00971
279,24.15003,24.36002,23.47004,24.21,20039800,2.98627
280,24.35001,24.98998,23.85999,24.36002,27401000,3.00478
281,24.13002,26.22996,24.02002,25.26001,51492500,3.11579
282,25.21998,26.10003,24.50996,24.50996,36084900,3.02327
283,24.40997,24.40997,22.58999,23.02997,28421100,2.84072
284,22.77003,23.25997,22.26,22.26,12560300,2.74574
285,22.20003,23.88,21.87997,23.67002,16816700,2.91967
286,23.59997,25.25,23.57003,24.56,29355600,3.02945
287,24.29998,27.02003,24.21,26.71998,80047600,3.29588
288,26.13998,27.48003,26.01998,27.02003,56821500,3.33289
289,27.48003,29.42003,26.66002,28.46,60248100,3.5105
290,28.05003,31.30998,28.04003,30.35996,84580400,3.74486
291,29.89996,31.61996,29.76002,30.03998,57194400,3.70539
292,29.06002,31.70002,29.06002,31.70002,53859300,3.91016
293,31.70002,31.9,30.00003,30.10002,58512900,3.7128
294,30.20001,31.48002,29.70999,30.20001,44595900,3.72513
295,29.92998,31.27996,29.51001,31.22,44162100,3.85095
296,31.61996,31.69001,29.72,29.90997,48867500,3.68936
297,29.95,32.89997,29.5,32.89997,69272700,4.05817
298,32.34999,32.95001,31.36002,31.36002,60889600,3.86822
299,31.23001,31.99999,30.01004,30.77001,36802500,3.79544
300,30.49998,31.13002,29.99002,30.80003,37947500,3.79914
301,30.81004,31.19999,29.79997,30.94997,39955000,3.81764
302,31.29998,31.49003,29.59999,29.91997,33463600,3.69059
303,29.84,30.31001,29.20996,29.59999,25280300,3.65112
304,29.00998,30.08001,27.90001,28.17996,35641300,3.47596
305,28.20998,28.75997,28.02001,28.52997,21002000,3.51914
306,28.19998,29.64002,28,29.12998,25865800,3.59315
307,29.11998,30.85999,29.11998,30.10002,34905700,3.7128
308,29.78004,30.61998,29.43996,30.08001,26190600,3.71033
309,30.01004,32.07996,29.79997,31.00001,41819400,3.82381
310,30.99,32.50001,30.32001,30.73999,43872200,3.79174
311,30.90002,33.30001,30.01004,33.14999,59660200,4.08901
312,32.91999,33.20002,30.80003,30.93004,44563800,3.81518
313,31.99999,34.02003,31.81001,33.11997,80057300,4.08531
314,32.50001,32.79998,30.97999,31.68,46541300,3.90769
315,31.29998,31.69001,28.8,28.99997,29060800,3.57711
316,28.50003,30.58004,28.30997,29.99002,31131900,3.69923
317,29.77003,32.55998,29.52002,31.95003,34613200,3.941
318,31.52998,35.07997,31.47002,32.59,78941200,4.01994
319,32.00999,33.69997,31.39997,31.60003,66966700,3.89782
320,31.74997,32.43997,30.3,30.51999,50371200,3.7646
321,30.51999,30.51999,30.51999,30.51999,0,3.7646
322,30.91002,31.52998,28.8,29.24999,74438000,3.60795
323,28.51003,29.70999,28,28.29004,63861100,3.48954
324,28,30.43001,27.71996,30.00003,56231700,3.70047
325,29.79997,31.86997,29.42003,31.24002,69315600,3.85342
326,31.1,32.25,30.50999,30.61998,50990900,3.77694
327,30.80003,32.57999,30.77001,31.37003,74775600,3.86945
328,30.83998,32.48,29.20003,32.38001,86754100,3.99403
329,31.9,32.49001,31.40997,31.94002,51948600,3.93976
330,32.02,32.37,29.69998,29.69998,62456600,3.66346
331,29.01999,29.55004,27.60997,27.70003,58151000,3.41676
332,27.67001,29.09997,27.49997,29.09004,43535200,3.58822
333,28.97996,29.40001,27.80002,28.09999,32261000,3.4661
334,28.46,29.33997,28.17003,28.37001,29500800,3.49941
335,28.46,29.33997,28.17003,28.37001,29500800,3.49941
336,28.46,29.33997,28.17003,28.37001,29500800,3.49941
337,28.49002,29.5,28.29997,28.40004,41257600,3.50311
338,27.90001,27.90001,26.05,27.2,45990800,3.35509
339,26.65002,28.37001,26.65002,28.17996,30303200,3.47596
340,28.29004,29.18002,27.62998,29.00998,32019000,3.57834
341,28.99997,30.44002,28.50003,29.89996,58221700,3.68812
342,29.87002,31.41998,29.65003,30.31001,53445200,3.7387
343,31.38003,32.27001,30.24004,30.3,73220400,3.73747
344,30.00003,30.39999,27.80002,27.96998,48827500,3.45006
345,27.10001,27.89,25.88004,26.10003,43947400,3.21941
346,26.10003,27.84997,25.87003,27.48996,36777800,3.39085
347,27.48996,27.70003,24.73997,24.73997,53321000,3.05164
348,23.88,24.54999,22.32997,23.59997,40074600,2.91103
349,24.00001,24.70002,23.85999,24.30999,26359400,2.99861
350,24.30999,24.30999,24.30999,24.30999,0,2.99861
351,24.30999,24.30999,24.30999,24.30999,0,2.99861
352,24.30999,24.30999,24.30999,24.30999,0,2.99861
353,24.30999,24.30999,24.30999,24.30999,0,2.99861
354,24.30999,24.30999,24.30999,24.30999,0,2.99861
355,24.40997,26.07001,24.40997,25.48,33349500,3.14293
356,25.31997,25.88004,24.84003,25.6,22163600,3.15773
357,25.30004,25.98003,24.9,25.03001,25678500,3.08742
358,25.19997,26.20002,25.19997,25.99004,35452700,3.20584
359,26.18001,26.45004,25.62002,26.37999,40353900,3.25394
360,26.37999,26.37999,26.37999,26.37999,0,3.25394
361,26.94998,27.98999,26.77002,26.79003,53906700,3.30452
362,26.52001,27.64999,26.20002,27.47003,34051000,3.38839
363,27.17999,28.40004,27.17999,27.71996,43220700,3.41922
364,27.49997,27.94996,27.31,27.60004,22328500,3.40443
365,27.80002,30.3,27.60997,29.59999,66529100,3.65112
366,29.38,30.27999,28.89998,29.70999,48245500,3.66469
367,29.67997,31.28997,29.20003,30.70004,59853500,3.78681
368,30.60998,31.56,30.38998,30.83998,42345100,3.80407
369,30.90002,33.91996,30.65,33.91996,84871300,4.18398
370,35.40004,37.26998,34.60004,35.83001,154671800,4.41959
371,35.50003,39.41003,35.41997,38.8,156816100,4.78593
372,39.19996,40.05,38.58001,39.50001,114415800,4.87228
373,39.18003,41.71996,38.8,39.99004,124315600,4.93272
374,39.50001,40.22003,38.91,39.30003,86231700,4.84761
375,39.42996,41.29999,39.34999,39.72,119470600,4.89941
376,39.6,41.68001,39.36,41.48996,87991800,5.11773
377,41.70003,42.05003,37.77001,38.15003,130571700,4.70576
378,38.04996,39.08997,37.67002,38.60003,59023000,4.76126
379,38.60003,38.60003,38.60003,38.60003,0,4.76126
380,38.99999,42.46,38.8,42.46,108892600,5.23739
381,42.79999,44.47996,42.52004,43.61,96669200,5.37924
382,43.35998,43.75001,41.57002,41.87999,69474600,5.16584
383,41.87999,42.62003,41.14996,42.20998,54392900,5.20655
384,43.31003,43.55004,41.05998,42.25001,57273100,5.21149
385,42.09999,46.48,41.58002,45.87998,91637500,5.65924
386,45.50004,46.26,43.90997,44.25997,75578200,5.45941
387,44.37997,45.25002,40.49999,41.29999,87265500,5.0943
388,41.80002,43.77003,40.91996,41.52999,75392000,5.12267
389,41.2,41.55,39.44998,41.51998,67456000,5.12144
390,41.2,41.37004,39.69999,40.75,49206200,5.02646
391,40.77002,42.95002,40.56003,41.10001,68189800,5.06963
392,41.21,41.35002,37.85999,38.89999,77722700,4.79827
393,38.50004,39.69999,38.25002,38.99999,39714000,4.8106
394,39.05002,39.66997,37.24996,37.59997,44465100,4.63791
395,36.96,38.68,36.61,37.70004,40907200,4.65025
396,38.01002,39.17002,37.51999,38.23001,43170200,4.71562
397,37.89001,39.28002,37.43001,37.87,57994700,4.67122
398,36.46998,36.95,35,35.75004,49316000,4.40972
399,35.7,36.22997,34.87999,35.79999,30158100,4.41588
400,35.79999,35.79999,35.79999,35.79999,0,4.41588
401,35.79999,35.79999,35.79999,35.79999,0,4.41588
402,35.79999,35.79999,35.79999,35.79999,0,4.41588
403,35.94001,39.38001,35.88998,39.25,69897400,4.84144
404,38.8,39.50001,38.68,39.38001,44597500,4.85747
405,38.87998,39.86002,38.20999,38.33,38135800,4.72796
406,38.02002,39.34999,36.61,39.25,50367400,4.84144
407,38.54999,39.57999,38.15003,38.8,39786100,4.78593
408,39.04001,39.38001,38.25002,39.18003,41664900,4.83281
409,39.18003,39.18003,39.18003,39.18003,0,4.83281
410,39.19996,41.90001,39.18003,39.71,72648500,4.89818
411,39.30003,39.30003,37.90002,38.39004,51596800,4.73536
412,38.45,39.18003,37.49998,39.15001,44844700,4.8291
413,38.69001,39.08997,37.97999,38.54999,29662900,4.75509
414,38.48002,39.48,38.20999,38.8,41285700,4.78593
415,38.8,38.8,38.8,38.8,0,4.78593
416,34.92002,36.44997,34.92002,34.92002,81933800,4.30734
417,34.89,34.89,32.42004,33.37999,66613500,4.11738
418,33.28,33.88002,32.86002,32.86002,30972300,4.05324
419,32.71,34.17998,32.71,33.80004,42647400,4.16919
420,33.80004,33.80004,33.80004,33.80004,0,4.16919
421,33.80004,33.80004,33.80004,33.80004,0,4.16919
422,34.06999,34.34002,32.67998,33.90003,40773500,4.18153
423,33.87001,35.58,33.32002,35.07997,45424900,4.32707
424,34.81002,36.38,34.76999,35.59001,40164800,4.38998
425,35.50003,37.12003,35.32999,37.10002,46998900,4.57624
426,37.00003,38.98998,36.5,36.55004,67549800,4.5084
427,36.01999,36.18002,35,35.13001,38219400,4.33324
428,35.54998,37.78001,35.50003,37.32001,50886400,4.60338
429,37.42,39.50001,36.79997,38.17997,62025100,4.70945
430,38.39997,39.62002,37.97999,38.25002,55890100,4.71809
431,37.77001,38.37003,37.27998,38.14003,27122200,4.70452
432,38.00001,39.63002,37.91002,38.70001,45423900,4.7736
433,38.64998,38.94002,37.49998,38.69001,34173900,4.77236
434,38.29998,39.15001,36.75001,36.75001,40009800,4.53307
435,36.61,36.97001,35.21999,35.71001,33060400,4.40478
436,35.95002,36.55997,35.75996,36.5,22230500,4.50223
437,36.98002,37.99,36.56997,37.25997,39961500,4.59597
438,37.3,37.84998,36.80998,37.34003,28508100,4.60585
439,37.10002,37.65,36.09004,36.59999,24663500,4.51456
440,36.31003,36.38,35.17996,36.12999,21763700,4.45659
441,36.11998,37.93004,35.89998,37.72998,36636800,4.65395
442,37.95998,39.39002,37.37998,38.95003,42272500,4.80444
443,38.8,41.89,38.51997,40.91004,54246800,5.0462
444,40.69997,42.99997,40.52001,41.00002,45610400,5.0573
445,40.41001,44.54001,40.11004,42.98997,63989000,5.30276
446,43.32003,44.80003,42.20998,44.01004,47114700,5.42858
447,44.18,44.90002,42.87997,43.24999,37035000,5.33483
448,44.00003,44.49998,41.29999,41.90001,61786000,5.16831
449,42.09999,46.08997,41.60004,46.08997,101904700,5.68514
450,46.31997,46.79998,44.70004,46.67998,70358100,5.75792
451,46.05002,48.87999,45.64998,46.99996,70517200,5.79739
452,24.01999,25.42,24.00001,24.57,51858900,5.83021
453,24.61999,26.57999,24.61,24.68002,73683300,5.85631
454,24.19998,24.99,22.81001,23.2,66791000,5.50512
455,23.11001,25.17998,22.99999,25.03001,73239400,5.93936
456,24.89002,26.09001,24.60001,25.06002,69341700,5.94648
457,24.85002,26.56001,24.65,25.58001,83983900,6.06987
458,25.29999,26.05001,24.83998,25.20001,51214200,5.9797
459,25.20001,25.20001,25.20001,25.20001,0,5.9797
460,24.82999,25.16,23.93,24.90001,40469000,5.90852
461,24.64001,24.95,22.99999,23.92001,42684300,5.67597
462,23.84999,24.60001,23.29999,23.33,33486500,5.53597
463,23.49001,23.5,22.19998,22.23998,44350300,5.27732
464,22.09999,23.87001,22.00001,23.70001,50110900,5.62377
465,23.80999,24.32998,23.54,24.09001,30394300,5.71631
466,24.10999,24.53,23.50999,24.47001,39554800,5.80648
467,24.49998,25.59999,24.35,24.85002,42282000,5.89665
468,24.70999,25.12999,24.26001,24.51001,27881300,5.81597
469,24.7,25.30998,24.00001,25.02002,38832600,5.93699
470,25.02002,25.29999,24.18999,24.18999,30741100,5.74004
471,23.76,24.06999,23.20999,23.46999,29055600,5.56919
472,23.41001,23.95002,23.25999,23.75001,18501300,5.63563
473,23.59999,26.00002,23.20999,25.58001,55242400,6.06987
474,25.50001,25.88001,24.91,25.23002,38986000,5.98682
475,24.87999,25.16999,23.79001,23.89999,46133600,5.67122
476,24.00001,25.47998,23.98998,25.38999,43540200,6.02478
477,25.17998,25.59999,24.30001,25.09998,36787900,5.95597
478,24.78,25.98998,24.78,25.15001,43968100,5.96784
479,25.03001,25.59,24.4,24.49998,33744400,5.81359
480,24.14999,24.73001,23.62001,24.40999,24245200,5.79224
481,24.06,24.48999,23.68998,24.08002,22303800,5.71394
482,24.14999,25.47998,24.1,24.77001,50629500,5.87767
483,24.44999,25.76,24.44999,25.16,46047700,5.97021
484,25.41001,27.3,25.08,26.82001,82725100,6.36411
485,26.82001,26.98002,24.14,24.4,72217700,5.78987
486,24.00001,24.18999,22.95999,22.98001,52864200,5.45292
487,22.99,23.93999,22.97002,23.42999,31128600,5.55969
488,23.29999,23.89999,23.14002,23.46999,27789100,5.56919
489,23.64998,24.61999,23.33999,24.60001,40697100,5.83733
490,24.4,25.47998,24.1,25.08,38750300,5.95123
491,25.11001,25.75001,24.73001,25.34999,43421200,6.01529
492,25.07001,25.29999,24.70999,24.90001,27076200,5.90852
493,24.90001,25.34,24.49998,25.09998,28993800,5.95597
494,25.21999,25.38,24.49998,24.64001,25151400,5.84682
495,24.57999,24.57999,23.89999,23.93999,23021400,5.68071
496,23.89,24.65999,23.89,24.65999,25752700,5.85156
497,24.59002,24.61,23.91002,23.97,17381000,5.68783
498,23.96001,24.23,23.03,23.29,19386300,5.52648
499,23.44002,23.89999,23.28001,23.57002,13073800,5.59292
500,23.57002,23.95002,23.25999,23.79001,17953300,5.64512
501,23.79001,24.78999,23.64998,24.76002,35842200,5.8753
502,24.82,25.21,24.4,24.53998,32487300,5.82309
503,24.78,25.17998,24.57999,24.79998,27621100,5.88478
504,24.72002,24.72002,23.04998,23.08,37609600,5.47664
505,23.24001,23.68998,23.10002,23.15001,15624900,5.49326
506,23.27002,23.74002,22.65999,23.40002,19828600,5.55258
507,23.32001,23.64998,23.10002,23.12,16210300,5.48614
508,22.98001,23.37,20.81,20.99998,33527200,4.98308
509,21.01002,21.37999,20.52,21.07,17969600,4.99969
510,21.08998,22.21001,20.82998,22.00001,24181300,5.22038
511,22.05,22.65999,21.67999,21.75999,19920100,5.16342
512,21.58,22.53998,21.32001,22.23998,18403200,5.27732
513,22.48999,22.77001,22.22,22.44,13380500,5.32478
514,22.56,23.66001,22.56,23.32001,31710200,5.5336
515,23.33,23.59,23.10002,23.21998,19322500,5.50986
516,23.40002,23.58001,23.19001,23.5,29490700,5.57631
517,23.59,23.68998,22.65,23.20999,25138700,5.50749
518,23.2,23.2,22.67002,22.68001,14836000,5.38173
519,22.72001,22.99,21.91001,22.68001,17389900,5.38173
520,22.68001,22.68001,22.68001,22.68001,0,5.38173
521,22.68001,22.68001,22.68001,22.68001,0,5.38173
522,22.68001,22.68001,22.68001,22.68001,0,5.38173
